"No.","Time","Source","Destination","Protocol","Length","Info"
"77","2.468167","192.168.29.45","192.168.29.90","TCP","164","35744  >  8009 [PSH, ACK] Seq=1 Ack=1 Win=250 Len=110 [TCP PDU reassembled in 5519]"
"78","2.472054","192.168.29.90","192.168.29.45","TCP","164","8009  >  35744 [PSH, ACK] Seq=1 Ack=111 Win=1552 Len=110 [TCP PDU reassembled in 5520]"
"79","2.514679","192.168.29.45","192.168.29.90","TCP","54","35744  >  8009 [ACK] Seq=111 Ack=111 Win=255 Len=0"
"80","2.562075","192.168.29.45","142.250.192.42","UDP","71","61840  >  443 Len=29"
"81","2.597297","142.250.192.42","192.168.29.45","UDP","67","443  >  61840 Len=25"
"82","3.006230","192.168.29.45","142.250.192.42","UDP","71","61840  >  443 Len=29"
"83","3.041183","142.250.192.42","192.168.29.45","UDP","67","443  >  61840 Len=25"
"84","3.269940","192.168.29.45","142.251.43.106","UDP","71","64926  >  443 Len=29"
"85","3.336719","142.251.43.106","192.168.29.45","UDP","66","443  >  64926 Len=24"
"86","3.854467","192.168.29.45","142.250.192.42","UDP","71","61840  >  443 Len=29"
"87","3.890740","142.250.192.42","192.168.29.45","UDP","67","443  >  61840 Len=25"
"88","4.099417","192.168.29.45","142.251.43.110","UDP","1288","53012  >  443 Len=1246"
"89","4.099507","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"90","4.099549","192.168.29.45","142.251.43.110","UDP","870","53012  >  443 Len=828"
"91","4.136270","142.251.43.110","192.168.29.45","UDP","70","443  >  53012 Len=28"
"92","4.161131","142.251.43.110","192.168.29.45","UDP","67","443  >  53012 Len=25"
"93","4.161640","192.168.29.45","142.251.43.110","UDP","73","53012  >  443 Len=31"
"94","4.282753","142.251.43.110","192.168.29.45","UDP","715","443  >  53012 Len=673"
"95","4.286811","142.251.43.110","192.168.29.45","UDP","195","443  >  53012 Len=153"
"96","4.287849","192.168.29.45","142.251.43.110","UDP","77","53012  >  443 Len=35"
"97","4.349557","142.251.43.110","192.168.29.45","UDP","67","443  >  53012 Len=25"
"98","5.500982","192.168.29.45","142.250.192.42","UDP","71","61840  >  443 Len=29"
"99","5.536033","142.250.192.42","192.168.29.45","UDP","67","443  >  61840 Len=25"
"100","7.486133","192.168.29.45","192.168.29.90","TCP","164","35744  >  8009 [PSH, ACK] Seq=111 Ack=111 Win=255 Len=110 [TCP PDU reassembled in 5519]"
"101","7.490982","192.168.29.90","192.168.29.45","TCP","164","8009  >  35744 [PSH, ACK] Seq=111 Ack=221 Win=1552 Len=110 [TCP PDU reassembled in 5520]"
"102","7.537229","192.168.29.45","192.168.29.90","TCP","54","35744  >  8009 [ACK] Seq=221 Ack=221 Win=255 Len=0"
"103","8.541298","192.168.29.45","192.168.29.1","DNS","90","Standard query 0xdd4b A vscode-sync.trafficmanager.net"
"104","8.547663","192.168.29.45","192.168.29.1","DNS","90","Standard query 0x93b7 HTTPS vscode-sync.trafficmanager.net"
"105","8.556967","192.168.29.1","192.168.29.45","DNS","275","Standard query response 0xdd4b A vscode-sync.trafficmanager.net CNAME vscode-sync-ase-01.azurewebsites.net CNAME waws-prod-sg1-051.sip.azurewebsites.windows.net CNAME waws-prod-sg1-051.southeastasia.cloudapp.azure.com A 13.67.9.5"
"106","8.557447","192.168.29.1","192.168.29.45","DNS","329","Standard query response 0x93b7 HTTPS vscode-sync.trafficmanager.net CNAME vscode-sync-ase-01.azurewebsites.net CNAME waws-prod-sg1-051.sip.azurewebsites.windows.net CNAME waws-prod-sg1-051.southeastasia.cloudapp.azure.com SOA ns1-01.azure-dns.com"
"107","8.558548","192.168.29.45","13.67.9.5","TCP","66","37054  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"108","8.611499","13.67.9.5","192.168.29.45","TCP","66","443  >  37054 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"109","8.611595","192.168.29.45","13.67.9.5","TCP","54","37054  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"110","8.613515","192.168.29.45","13.67.9.5","TLSv1.3","1953","Client Hello (SNI=vscode-sync.trafficmanager.net)"
"111","8.667256","13.67.9.5","192.168.29.45","TCP","54","443  >  37054 [ACK] Seq=1 Ack=1900 Win=4194560 Len=0"
"112","8.678083","13.67.9.5","192.168.29.45","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"113","8.682260","192.168.29.45","13.67.9.5","TLSv1.3","799","Change Cipher Spec, Client Hello (SNI=vscode-sync.trafficmanager.net)"
"114","8.734589","13.67.9.5","192.168.29.45","TLSv1.3","1514","Server Hello"
"115","8.735238","13.67.9.5","192.168.29.45","TCP","1514","443  >  37054 [ACK] Seq=1560 Ack=2645 Win=4193792 Len=1460 [TCP PDU reassembled in 120]"
"116","8.735260","192.168.29.45","13.67.9.5","TCP","54","37054  >  443 [ACK] Seq=2645 Ack=3020 Win=65280 Len=0"
"117","8.735695","13.67.9.5","192.168.29.45","TCP","1514","443  >  37054 [ACK] Seq=3020 Ack=2645 Win=4193792 Len=1460 [TCP PDU reassembled in 120]"
"118","8.736394","13.67.9.5","192.168.29.45","TCP","1514","443  >  37054 [ACK] Seq=4480 Ack=2645 Win=4193792 Len=1460 [TCP PDU reassembled in 120]"
"119","8.736423","192.168.29.45","13.67.9.5","TCP","54","37054  >  443 [ACK] Seq=2645 Ack=5940 Win=65280 Len=0"
"120","8.736523","13.67.9.5","192.168.29.45","TLSv1.3","288","Application Data"
"121","8.736856","192.168.29.45","13.67.9.5","TLSv1.3","128","Application Data"
"122","8.737121","192.168.29.45","13.67.9.5","TLSv1.3","888","Application Data"
"123","8.741402","192.168.29.45","142.250.192.42","UDP","71","61840  >  443 Len=29"
"124","8.775974","142.250.192.42","192.168.29.45","UDP","67","443  >  61840 Len=25"
"125","8.786343","13.67.9.5","192.168.29.45","TCP","54","443  >  37054 [ACK] Seq=6174 Ack=3553 Win=4194560 Len=0"
"126","8.786983","13.67.9.5","192.168.29.45","TLSv1.3","157","Application Data"
"127","8.799742","13.67.9.5","192.168.29.45","TLSv1.3","432","Application Data"
"128","8.799792","192.168.29.45","13.67.9.5","TCP","54","37054  >  443 [ACK] Seq=3553 Ack=6655 Win=64768 Len=0"
"129","9.589500","192.168.29.45","142.250.182.163","UDP","213","62648  >  443 Len=171"
"130","9.631901","142.250.182.163","192.168.29.45","UDP","759","443  >  62648 Len=717"
"131","9.672327","192.168.29.45","142.250.182.163","UDP","78","62648  >  443 Len=36"
"132","9.740719","142.250.182.163","192.168.29.45","UDP","66","443  >  62648 Len=24"
"133","9.740916","192.168.29.45","142.251.43.106","UDP","71","64926  >  443 Len=29"
"134","9.805928","142.251.43.106","192.168.29.45","UDP","66","443  >  64926 Len=24"
"135","10.669477","192.168.29.45","13.67.9.5","TCP","54","37054  >  443 [FIN, ACK] Seq=3553 Ack=6655 Win=64768 Len=0"
"136","10.721645","13.67.9.5","192.168.29.45","TCP","54","443  >  37054 [ACK] Seq=6655 Ack=3554 Win=4194560 Len=0"
"137","10.722217","13.67.9.5","192.168.29.45","TCP","54","443  >  37054 [FIN, ACK] Seq=6655 Ack=3554 Win=4194560 Len=0"
"138","10.722268","192.168.29.45","13.67.9.5","TCP","54","37054  >  443 [ACK] Seq=3554 Ack=6656 Win=64768 Len=0"
"139","10.747695","192.168.29.45","142.251.43.110","UDP","1288","53012  >  443 Len=1246"
"140","10.747815","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"141","10.747866","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"142","10.748295","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"143","10.748379","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"144","10.748422","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"145","10.748491","192.168.29.45","142.251.43.110","UDP","700","53012  >  443 Len=658"
"146","10.755839","192.168.29.45","142.251.43.110","UDP","1288","53012  >  443 Len=1246"
"147","10.756133","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"148","10.756214","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"149","10.756387","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"150","10.756459","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"151","10.756549","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"152","10.756599","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"153","10.762313","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"154","10.762415","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"155","10.762466","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"156","10.762517","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"157","10.762567","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"158","10.762619","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"159","10.762684","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"160","10.762722","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"161","10.762760","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"162","10.762800","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"163","10.762836","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"164","10.762877","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"165","10.762924","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"166","10.763026","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"167","10.768896","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"168","10.769067","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"169","10.769143","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"170","10.769188","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"171","10.775992","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"172","10.776127","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"173","10.776207","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"174","10.776247","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"175","10.776293","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"176","10.776343","192.168.29.45","142.251.43.110","UDP","1292","53012  >  443 Len=1250"
"177","10.776387","192.168.29.45","142.251.43.110","UDP","343","53012  >  443 Len=301"
"178","10.786410","142.251.43.110","192.168.29.45","UDP","70","443  >  53012 Len=28"
"179","10.786492","142.251.43.110","192.168.29.45","UDP","66","443  >  53012 Len=24"
"180","10.786573","142.251.43.110","192.168.29.45","UDP","66","443  >  53012 Len=24"
"181","10.804404","142.251.43.110","192.168.29.45","UDP","70","443  >  53012 Len=28"
"182","10.804487","142.251.43.110","192.168.29.45","UDP","66","443  >  53012 Len=24"
"183","10.804598","142.251.43.110","192.168.29.45","UDP","66","443  >  53012 Len=24"
"184","10.804680","192.168.29.45","142.251.43.110","UDP","73","53012  >  443 Len=31"
"185","10.804708","142.251.43.110","192.168.29.45","UDP","66","443  >  53012 Len=24"
"186","10.804818","142.251.43.110","192.168.29.45","UDP","66","443  >  53012 Len=24"
"187","10.805808","142.251.43.110","192.168.29.45","UDP","66","443  >  53012 Len=24"
"188","10.806337","142.251.43.110","192.168.29.45","UDP","66","443  >  53012 Len=24"
"189","10.806425","142.251.43.110","192.168.29.45","UDP","66","443  >  53012 Len=24"
"190","10.806767","142.251.43.110","192.168.29.45","UDP","66","443  >  53012 Len=24"
"191","10.823445","142.251.43.110","192.168.29.45","UDP","67","443  >  53012 Len=25"
"192","10.942725","142.251.43.110","192.168.29.45","UDP","718","443  >  53012 Len=676"
"193","10.945787","142.251.43.110","192.168.29.45","UDP","255","443  >  53012 Len=213"
"194","10.946771","192.168.29.45","142.251.43.110","UDP","78","53012  >  443 Len=36"
"195","10.991798","142.251.43.110","192.168.29.45","UDP","67","443  >  53012 Len=25"
"196","10.998799","142.251.43.110","192.168.29.45","UDP","669","443  >  53012 Len=627"
"197","11.005489","142.251.43.110","192.168.29.45","UDP","278","443  >  53012 Len=236"
"198","11.005769","192.168.29.45","142.251.43.110","UDP","78","53012  >  443 Len=36"
"199","11.033245","192.168.29.45","142.251.43.164","QUIC","1292","Initial, DCID=07b5c53de1974fcf, PKN: 1, CRYPTO, PING, PING, CRYPTO, PING, CRYPTO, PING, CRYPTO, CRYPTO"
"200","11.033365","192.168.29.45","142.251.43.164","QUIC","1292","Initial, DCID=07b5c53de1974fcf, PKN: 2, CRYPTO, PING, PING, CRYPTO, CRYPTO, PING"
"201","11.033772","192.168.29.45","142.251.43.164","QUIC","124","0-RTT, DCID=07b5c53de1974fcf"
"202","11.034467","192.168.29.45","142.251.43.164","QUIC","1288","0-RTT, DCID=07b5c53de1974fcf"
"203","11.034555","192.168.29.45","142.251.43.164","QUIC","1292","0-RTT, DCID=07b5c53de1974fcf"
"204","11.034592","192.168.29.45","142.251.43.164","QUIC","266","0-RTT, DCID=07b5c53de1974fcf"
"205","11.050980","142.251.43.110","192.168.29.45","UDP","67","443  >  53012 Len=25"
"206","11.082494","142.251.43.164","192.168.29.45","QUIC","82","Initial, SCID=e7b5c53de1974fcf, PKN: 1, ACK"
"207","11.092067","142.251.43.164","192.168.29.45","QUIC","1292","Initial, SCID=e7b5c53de1974fcf, PKN: 2, ACK, PADDING"
"208","11.141367","192.168.29.45","142.251.43.164","QUIC","1292","Initial, DCID=e7b5c53de1974fcf, PKN: 8, PADDING, PING, PADDING"
"209","11.158716","142.251.43.164","192.168.29.45","QUIC","1292","Initial, SCID=e7b5c53de1974fcf, PKN: 3, CRYPTO, PADDING"
"210","11.159301","142.251.43.164","192.168.29.45","QUIC","339","Protected Payload (KP0)"
"211","11.159437","142.251.43.164","192.168.29.45","QUIC","995","Protected Payload (KP0)"
"212","11.159668","192.168.29.45","142.251.43.164","QUIC","120","Handshake, DCID=e7b5c53de1974fcf"
"213","11.159833","192.168.29.45","142.251.43.164","QUIC","73","Protected Payload (KP0), DCID=e7b5c53de1974fcf"
"214","11.161044","142.251.43.164","192.168.29.45","QUIC","112","Protected Payload (KP0)"
"215","11.161582","142.251.43.164","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"216","11.176328","192.168.29.45","142.251.43.164","QUIC","88","Protected Payload (KP0), DCID=e7b5c53de1974fcf"
"217","11.181354","142.251.43.164","192.168.29.45","QUIC","1292","Initial, SCID=e7b5c53de1974fcf, PKN: 9, ACK, CRYPTO, PADDING"
"218","11.181789","142.251.43.164","192.168.29.45","QUIC","344","Protected Payload (KP0)"
"219","11.181984","192.168.29.45","142.251.43.164","QUIC","476","Protected Payload (KP0), DCID=e7b5c53de1974fcf"
"220","11.182120","192.168.29.45","142.251.43.164","QUIC","169","Protected Payload (KP0), DCID=e7b5c53de1974fcf"
"221","11.199418","142.251.43.164","192.168.29.45","QUIC","162","Protected Payload (KP0)"
"222","11.199606","192.168.29.45","142.251.43.164","QUIC","75","Protected Payload (KP0), DCID=e7b5c53de1974fcf"
"223","11.219577","142.251.43.164","192.168.29.45","QUIC","72","Protected Payload (KP0)"
"224","11.219863","192.168.29.45","142.251.43.164","QUIC","75","Protected Payload (KP0), DCID=e7b5c53de1974fcf"
"225","11.223814","142.251.43.164","192.168.29.45","QUIC","71","Protected Payload (KP0)"
"226","11.224934","142.251.43.164","192.168.29.45","QUIC","69","Protected Payload (KP0)"
"227","11.225058","192.168.29.45","142.251.43.164","QUIC","75","Protected Payload (KP0), DCID=e7b5c53de1974fcf"
"228","11.269175","192.168.29.45","20.42.65.85","TCP","66","37057  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"229","11.301535","192.168.29.45","142.251.43.164","QUIC","147","Protected Payload (KP0), DCID=e7b5c53de1974fcf"
"230","11.327635","142.251.43.164","192.168.29.45","QUIC","1288","Protected Payload (KP0)"
"231","11.328205","142.251.43.164","192.168.29.45","QUIC","1037","Protected Payload (KP0)"
"232","11.328288","142.251.43.164","192.168.29.45","QUIC","293","Protected Payload (KP0)"
"233","11.328493","192.168.29.45","142.251.43.164","QUIC","77","Protected Payload (KP0), DCID=e7b5c53de1974fcf"
"234","11.357258","192.168.29.45","142.251.43.164","QUIC","74","Protected Payload (KP0), DCID=e7b5c53de1974fcf"
"235","11.371224","142.251.43.164","192.168.29.45","QUIC","69","Protected Payload (KP0)"
"236","11.377420","192.168.29.45","142.251.43.164","QUIC","259","Protected Payload (KP0), DCID=e7b5c53de1974fcf"
"237","11.443319","142.251.43.164","192.168.29.45","QUIC","70","Protected Payload (KP0)"
"238","11.460207","142.251.43.164","192.168.29.45","QUIC","737","Protected Payload (KP0)"
"239","11.460207","142.251.43.164","192.168.29.45","QUIC","249","Protected Payload (KP0)"
"240","11.463411","192.168.29.45","142.251.43.164","QUIC","77","Protected Payload (KP0), DCID=e7b5c53de1974fcf"
"241","11.480777","20.42.65.85","192.168.29.45","TCP","66","443  >  37057 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"242","11.480880","192.168.29.45","20.42.65.85","TCP","54","37057  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"243","11.481676","192.168.29.45","20.42.65.85","TLSv1.3","1987","Client Hello (SNI=mobile.events.data.microsoft.com)"
"244","11.500561","192.168.29.45","142.251.43.164","QUIC","74","Protected Payload (KP0), DCID=e7b5c53de1974fcf"
"245","11.527357","142.251.43.164","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"246","11.533374","142.251.43.164","192.168.29.45","QUIC","63","Protected Payload (KP0)"
"247","11.533592","192.168.29.45","142.251.43.164","QUIC","75","Protected Payload (KP0), DCID=e7b5c53de1974fcf"
"248","11.539925","142.251.43.164","192.168.29.45","QUIC","1288","Protected Payload (KP0)"
"249","11.540031","142.251.43.164","192.168.29.45","QUIC","484","Protected Payload (KP0)"
