"No.","Time","Source","Destination","Protocol","Length","Info"
"59","5.224212","192.168.29.45","20.42.73.26","TCP","54","1799  >  443 [ACK] Seq=955 Ack=4635 Win=65280 Len=0"
"60","5.225386","192.168.29.45","20.42.73.26","TLSv1.3","3108","Application Data, Application Data"
"61","5.434087","20.42.73.26","192.168.29.45","TCP","54","443  >  1799 [ACK] Seq=4635 Ack=4009 Win=4194560 Len=0"
"62","5.439407","20.42.73.26","192.168.29.45","TLSv1.3","157","Application Data"
"63","5.489622","192.168.29.45","20.42.73.26","TCP","54","1799  >  443 [ACK] Seq=4009 Ack=4738 Win=65280 Len=0"
"64","5.538089","192.168.29.45","140.82.112.21","TLSv1.2","14081","Application Data"
"65","5.662663","20.42.73.26","192.168.29.45","TLSv1.3","519","Application Data"
"66","5.662726","192.168.29.45","20.42.73.26","TCP","54","1799  >  443 [ACK] Seq=4009 Ack=5204 Win=64768 Len=0"
"67","5.663779","192.168.29.45","20.42.73.26","TLSv1.3","78","Application Data"
"68","5.664003","192.168.29.45","20.42.73.26","TCP","54","1799  >  443 [FIN, ACK] Seq=4033 Ack=5204 Win=64768 Len=0"
"69","5.814077","140.82.112.21","192.168.29.45","TCP","56","443  >  1612 [ACK] Seq=702 Ack=103096 Win=1286 Len=0"
"70","5.814077","140.82.112.21","192.168.29.45","TCP","56","443  >  1612 [ACK] Seq=702 Ack=105968 Win=1288 Len=0"
"71","5.814077","140.82.112.21","192.168.29.45","TCP","56","443  >  1612 [ACK] Seq=702 Ack=110276 Win=1288 Len=0"
"72","5.814077","140.82.112.21","192.168.29.45","TCP","56","443  >  1612 [ACK] Seq=702 Ack=112815 Win=1289 Len=0"
"73","5.814237","140.82.112.21","192.168.29.45","TLSv1.2","102","Application Data"
"74","5.862918","192.168.29.45","140.82.112.21","TCP","54","1612  >  443 [ACK] Seq=112815 Ack=750 Win=250 Len=0"
"75","5.873403","20.42.73.26","192.168.29.45","TCP","54","443  >  1799 [ACK] Seq=5204 Ack=4034 Win=4194304 Len=0"
"76","6.070829","Arcadyan_f4:3a:62","Broadcast","ARP","42","Who has 192.168.29.74? Tell 192.168.29.1"
"77","6.128345","140.82.112.21","192.168.29.45","TLSv1.2","515","Application Data"
"78","6.173680","192.168.29.45","140.82.112.21","TCP","54","1612  >  443 [ACK] Seq=112815 Ack=1211 Win=255 Len=0"
"79","6.617985","192.168.29.74","224.0.0.251","MDNS","119","Standard query 0x0027 PTR _googlecast._tcp.local, ""QM"" question PTR _C905D1B0._sub._googlecast._tcp.local, ""QM"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QM"" question"
"80","7.968004","20.42.65.89","192.168.29.45","TLSv1.2","261","Application Data"
"81","7.968111","192.168.29.45","20.42.65.89","TCP","54","1764  >  443 [ACK] Seq=1 Ack=209 Win=254 Len=0"
"82","7.969863","192.168.29.45","20.42.65.89","TLSv1.2","78","Application Data"
"83","7.970044","192.168.29.45","20.42.65.89","TCP","54","1764  >  443 [FIN, ACK] Seq=25 Ack=209 Win=254 Len=0"
"84","8.093000","Arcadyan_f4:3a:62","Broadcast","ARP","42","Who has 192.168.29.45? Tell 192.168.29.1"
"85","8.093026","Intel_20:46:17","Arcadyan_f4:3a:62","ARP","42","192.168.29.45 is at 18:1d:ea:20:46:17"
"86","8.153901","192.168.29.45","192.168.29.1","TCP","66","1804  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"87","8.154247","192.168.29.45","192.168.29.1","TCP","66","1805  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"88","8.159491","192.168.29.1","192.168.29.45","TCP","66","53  >  1804 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=64"
"89","8.159591","192.168.29.45","192.168.29.1","TCP","54","1804  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"90","8.159707","192.168.29.45","192.168.29.1","TCP","56","1804  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 91]"
"91","8.159774","192.168.29.45","192.168.29.1","DNS","86","Standard query 0xaca8 A www.google.com"
"92","8.160180","192.168.29.1","192.168.29.45","TCP","66","53  >  1805 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=64"
"93","8.160261","192.168.29.45","192.168.29.1","TCP","54","1805  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"94","8.160392","192.168.29.45","192.168.29.1","TCP","56","1805  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 95]"
"95","8.160452","192.168.29.45","192.168.29.1","DNS","86","Standard query 0x5ff5 HTTPS www.google.com"
"96","8.176713","192.168.29.1","192.168.29.45","TCP","54","53  >  1804 [ACK] Seq=1 Ack=35 Win=29248 Len=0"
"97","8.178868","20.42.65.89","192.168.29.45","TCP","54","443  >  1764 [ACK] Seq=209 Ack=26 Win=16384 Len=0"
"98","8.188018","192.168.29.1","192.168.29.45","TCP","54","53  >  1805 [ACK] Seq=1 Ack=35 Win=29248 Len=0"
"99","8.196036","192.168.29.1","192.168.29.45","TCP","54","53  >  1804 [ACK] Seq=1 Ack=3 Win=29248 Len=0"
"100","8.205817","192.168.29.1","192.168.29.45","TCP","54","53  >  1805 [ACK] Seq=1 Ack=3 Win=29248 Len=0"
"101","8.208514","192.168.29.1","192.168.29.45","TCP","55","53  >  1804 [PSH, ACK] Seq=1 Ack=35 Win=29248 Len=1 [TCP PDU reassembled in 104]"
"102","8.219336","192.168.29.1","192.168.29.45","TCP","55","53  >  1805 [PSH, ACK] Seq=1 Ack=35 Win=29248 Len=1 [TCP PDU reassembled in 109]"
"103","8.249914","192.168.29.45","192.168.29.1","TCP","54","1804  >  53 [ACK] Seq=35 Ack=2 Win=65280 Len=0"
"104","8.253109","192.168.29.1","192.168.29.45","DNS","103","Standard query response 0xaca8 A www.google.com A 142.250.193.68"
"105","8.253775","192.168.29.45","192.168.29.1","TCP","54","1804  >  53 [FIN, ACK] Seq=35 Ack=51 Win=65280 Len=0"
"106","8.255448","192.168.29.1","192.168.29.45","TCP","54","53  >  1804 [FIN, ACK] Seq=51 Ack=36 Win=29248 Len=0"
"107","8.255524","192.168.29.45","192.168.29.1","TCP","54","1804  >  53 [ACK] Seq=36 Ack=52 Win=65280 Len=0"
"108","8.264969","192.168.29.45","192.168.29.1","TCP","54","1805  >  53 [ACK] Seq=35 Ack=2 Win=65280 Len=0"
"109","8.266375","192.168.29.1","192.168.29.45","DNS","112","Standard query response 0x5ff5 HTTPS www.google.com HTTPS"
"110","8.266942","192.168.29.45","192.168.29.1","TCP","54","1805  >  53 [FIN, ACK] Seq=35 Ack=60 Win=65280 Len=0"
"111","8.267954","192.168.29.45","142.250.193.68","QUIC","1292","Initial, DCID=c04dbf98d222784e, PKN: 1, CRYPTO, PING, PING, PING, PING, CRYPTO, PING, PING, PADDING, PING, PADDING, PING, CRYPTO, PING, CRYPTO, PADDING"
"112","8.268075","192.168.29.45","142.250.193.68","QUIC","1292","Initial, DCID=c04dbf98d222784e, PKN: 2, PING, PADDING, PING, CRYPTO, CRYPTO, PING, PING, PING, PING, CRYPTO, PING, PING, PADDING"
"113","8.268527","192.168.29.45","142.250.193.68","QUIC","124","0-RTT, DCID=c04dbf98d222784e"
"114","8.268991","192.168.29.1","192.168.29.45","TCP","54","53  >  1805 [FIN, ACK] Seq=60 Ack=36 Win=29248 Len=0"
"115","8.269063","192.168.29.45","192.168.29.1","TCP","54","1805  >  53 [ACK] Seq=36 Ack=61 Win=65280 Len=0"
"116","8.269988","192.168.29.45","142.250.193.68","QUIC","1288","0-RTT, DCID=c04dbf98d222784e"
"117","8.270131","192.168.29.45","142.250.193.68","QUIC","1292","0-RTT, DCID=c04dbf98d222784e"
"118","8.270186","192.168.29.45","142.250.193.68","QUIC","268","0-RTT, DCID=c04dbf98d222784e"
"119","8.270437","192.168.29.45","142.250.193.68","QUIC","325","0-RTT, DCID=c04dbf98d222784e"
"120","8.270756","192.168.29.45","142.250.193.68","QUIC","162","0-RTT, DCID=c04dbf98d222784e"
"121","8.287738","192.168.29.45","142.250.193.68","QUIC","160","0-RTT, DCID=c04dbf98d222784e"
"122","8.316805","142.250.193.68","192.168.29.45","QUIC","82","Initial, SCID=e04dbf98d222784e, PKN: 1, ACK"
"123","8.319488","142.250.193.68","192.168.29.45","QUIC","1292","Initial, SCID=e04dbf98d222784e, PKN: 2, ACK, PADDING"
"124","8.320412","142.250.193.68","192.168.29.45","QUIC","1292","Initial, SCID=e04dbf98d222784e, PKN: 3, CRYPTO, PADDING"
"125","8.320732","142.250.193.68","192.168.29.45","QUIC","1292","Handshake, SCID=e04dbf98d222784e"
"126","8.321607","142.250.193.68","192.168.29.45","QUIC","1292","Handshake, SCID=e04dbf98d222784e"
"127","8.322675","192.168.29.45","142.250.193.68","QUIC","81","Handshake, DCID=e04dbf98d222784e"
"128","8.322957","142.250.193.68","192.168.29.45","QUIC","1292","Handshake, SCID=e04dbf98d222784e"
"129","8.323868","142.250.193.68","192.168.29.45","QUIC","895","Protected Payload (KP0)"
"130","8.325093","192.168.29.45","142.250.193.68","QUIC","1292","Protected Payload (KP0), DCID=e04dbf98d222784e"
"131","8.325231","192.168.29.45","142.250.193.68","QUIC","1292","Protected Payload (KP0), DCID=e04dbf98d222784e"
"132","8.325314","192.168.29.45","142.250.193.68","QUIC","649","Protected Payload (KP0), DCID=e04dbf98d222784e"
"133","8.325362","192.168.29.45","142.250.193.68","QUIC","191","Protected Payload (KP0), DCID=e04dbf98d222784e"
"134","8.372120","142.250.193.68","192.168.29.45","QUIC","1043","Protected Payload (KP0)"
"135","8.372661","142.250.193.68","192.168.29.45","QUIC","163","Protected Payload (KP0)"
"136","8.372758","142.250.193.68","192.168.29.45","QUIC","65","Protected Payload (KP0)"
"137","8.372997","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"138","8.381522","142.250.193.68","192.168.29.45","QUIC","73","Protected Payload (KP0)"
"139","8.422458","192.168.29.45","142.250.193.68","QUIC","74","Protected Payload (KP0), DCID=e04dbf98d222784e"
"140","8.479564","142.250.193.68","192.168.29.45","QUIC","837","Protected Payload (KP0)"
"141","8.480488","142.250.193.68","192.168.29.45","QUIC","284","Protected Payload (KP0)"
"142","8.481215","192.168.29.45","142.250.193.68","QUIC","77","Protected Payload (KP0), DCID=e04dbf98d222784e"
"143","8.484827","142.250.193.68","192.168.29.45","QUIC","599","Protected Payload (KP0)"
"144","8.485319","142.250.193.68","192.168.29.45","QUIC","111","Protected Payload (KP0)"
"145","8.486187","192.168.29.45","142.250.193.68","QUIC","77","Protected Payload (KP0), DCID=e04dbf98d222784e"
"146","8.506144","142.250.193.68","192.168.29.45","QUIC","1288","Protected Payload (KP0)"
"147","8.506723","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"148","8.506955","192.168.29.45","142.250.193.68","QUIC","77","Protected Payload (KP0), DCID=e04dbf98d222784e"
"149","8.511229","142.250.193.68","192.168.29.45","QUIC","746","Protected Payload (KP0)"
"150","8.511415","142.250.193.68","192.168.29.45","QUIC","199","Protected Payload (KP0)"
"151","8.511632","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"152","8.516633","142.250.193.68","192.168.29.45","QUIC","1287","Protected Payload (KP0)"
"153","8.517983","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"154","8.518231","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"155","8.518337","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"156","8.519027","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"157","8.519209","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"158","8.520052","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"159","8.520663","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"160","8.520877","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"161","8.521096","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"162","8.522897","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"163","8.523111","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"164","8.523808","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"165","8.524190","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"166","8.524439","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"167","8.527094","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"168","8.527491","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"169","8.527744","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"170","8.528103","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"171","8.530320","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"172","8.530565","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"173","8.530602","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"174","8.532878","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"175","8.533135","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"176","8.533256","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"177","8.535687","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"178","8.535947","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"179","8.536084","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"180","8.540413","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"181","8.540647","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"182","8.540966","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"183","8.541647","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"184","8.541875","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"185","8.541978","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"186","8.542653","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"187","8.542844","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"188","8.543197","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"189","8.544691","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"190","8.544942","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"191","8.545785","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"192","8.546182","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"193","8.546379","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"194","8.547952","142.250.193.68","192.168.29.45","QUIC","1080","Protected Payload (KP0)"
"195","8.574075","192.168.29.45","142.250.193.68","QUIC","74","Protected Payload (KP0), DCID=e04dbf98d222784e"
"196","8.578712","142.250.193.68","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"197","8.598118","192.168.29.45","142.250.193.68","QUIC","478","Protected Payload (KP0), DCID=e04dbf98d222784e"
"198","8.602346","142.250.193.68","192.168.29.45","QUIC","1288","Protected Payload (KP0)"
"199","8.602668","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"200","8.603025","192.168.29.45","142.250.193.68","QUIC","77","Protected Payload (KP0), DCID=e04dbf98d222784e"
"201","8.603305","142.250.193.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"202","8.603815","142.250.193.68","192.168.29.45","QUIC","1127","Protected Payload (KP0)"
"203","8.603997","192.168.29.45","142.250.193.68","QUIC","73","Protected Payload (KP0), DCID=e04dbf98d222784e"
"204","8.644358","142.250.193.68","192.168.29.45","QUIC","70","Protected Payload (KP0)"
"205","8.683244","192.168.29.45","142.250.193.68","QUIC","74","Protected Payload (KP0), DCID=e04dbf98d222784e"
"206","8.717965","142.250.193.68","192.168.29.45","QUIC","65","Protected Payload (KP0)"
"207","8.718225","192.168.29.45","142.250.193.68","QUIC","75","Protected Payload (KP0), DCID=e04dbf98d222784e"
"208","8.768768","142.250.193.68","192.168.29.45","QUIC","1288","Protected Payload (KP0)"
"209","8.768768","142.250.193.68","192.168.29.45","QUIC","246","Protected Payload (KP0)"
"210","8.769553","142.250.193.68","192.168.29.45","QUIC","150","Protected Payload (KP0)"
"211","8.769915","192.168.29.45","142.250.193.68","QUIC","79","Protected Payload (KP0), DCID=e04dbf98d222784e"
"212","8.770857","192.168.29.45","142.250.193.68","QUIC","75","Protected Payload (KP0), DCID=e04dbf98d222784e"
"213","8.772009","192.168.29.45","142.250.193.68","QUIC","75","Protected Payload (KP0), DCID=e04dbf98d222784e"
"214","8.835621","192.168.29.45","142.250.193.68","QUIC","254","Protected Payload (KP0), DCID=e04dbf98d222784e"
"215","8.836723","142.250.193.68","192.168.29.45","QUIC","67","Protected Payload (KP0)"
"216","8.900809","142.250.193.68","192.168.29.45","QUIC","71","Protected Payload (KP0)"
"217","8.908926","192.168.29.45","192.168.29.1","TCP","66","1806  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"218","8.909274","192.168.29.45","192.168.29.1","TCP","66","1807  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"219","8.913414","192.168.29.1","192.168.29.45","TCP","66","53  >  1806 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=64"
"220","8.913525","192.168.29.45","192.168.29.1","TCP","54","1806  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"221","8.913671","192.168.29.45","192.168.29.1","TCP","56","1806  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 222]"
"222","8.913732","192.168.29.45","192.168.29.1","DNS","100","Standard query 0xe9b4 A ogads-pa.clients6.google.com"
"223","8.914111","192.168.29.1","192.168.29.45","TCP","66","53  >  1807 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=64"
"224","8.914216","192.168.29.45","192.168.29.1","TCP","54","1807  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"225","8.914349","192.168.29.45","192.168.29.1","TCP","56","1807  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 226]"
"226","8.914404","192.168.29.45","192.168.29.1","DNS","100","Standard query 0x74df HTTPS ogads-pa.clients6.google.com"
"227","8.926961","192.168.29.1","192.168.29.45","TCP","54","53  >  1806 [ACK] Seq=1 Ack=49 Win=29248 Len=0"
"228","8.935375","192.168.29.1","192.168.29.45","TCP","55","53  >  1806 [PSH, ACK] Seq=1 Ack=49 Win=29248 Len=1 [TCP PDU reassembled in 233]"
"229","8.936126","192.168.29.45","142.250.193.68","QUIC","74","Protected Payload (KP0), DCID=e04dbf98d222784e"
"230","8.938148","192.168.29.1","192.168.29.45","TCP","54","53  >  1807 [ACK] Seq=1 Ack=49 Win=29248 Len=0"
"231","8.946194","192.168.29.1","192.168.29.45","TCP","54","[TCP Keep-Alive] 53  >  1806 [ACK] Seq=1 Ack=3 Win=29248 Len=0"
"232","8.946230","192.168.29.45","192.168.29.1","TCP","54","1806  >  53 [ACK] Seq=49 Ack=2 Win=65280 Len=0"
"233","8.949351","192.168.29.1","192.168.29.45","DNS","117","Standard query response 0xe9b4 A ogads-pa.clients6.google.com A 142.250.196.170"
"234","8.949427","192.168.29.45","192.168.29.1","TCP","54","1806  >  53 [ACK] Seq=49 Ack=65 Win=65280 Len=0"
