"No.","Time","Source","Destination","Protocol","Length","Info"
"70","5.529348","142.250.192.36","192.168.29.45","QUIC","126","Protected Payload (KP0)"
"71","5.530492","142.250.192.36","192.168.29.45","QUIC","1287","Protected Payload (KP0)"
"72","5.532027","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"73","5.532129","142.250.192.36","192.168.29.45","QUIC","267","Protected Payload (KP0)"
"74","5.536024","192.168.29.45","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"75","5.536461","192.168.29.45","142.250.192.36","QUIC","79","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"76","5.536616","192.168.29.45","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"77","5.536709","192.168.29.45","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"78","5.537831","192.168.29.45","142.250.192.36","QUIC","79","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"79","5.537996","192.168.29.45","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"80","5.538120","192.168.29.45","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"81","5.553996","192.168.29.45","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"82","5.554652","192.168.29.45","142.250.192.36","QUIC","481","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"83","5.567631","142.250.192.36","192.168.29.45","QUIC","1287","Protected Payload (KP0)"
"84","5.574354","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"85","5.578381","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"86","5.579055","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"87","5.579495","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"88","5.579817","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"89","5.580170","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"90","5.580694","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"91","5.580789","142.250.192.36","192.168.29.45","QUIC","65","Protected Payload (KP0)"
"92","5.580964","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"93","5.588478","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"94","5.595907","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"95","5.596893","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"96","5.597437","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"97","5.598031","142.250.192.36","192.168.29.45","QUIC","500","Protected Payload (KP0)"
"98","5.598202","142.250.192.36","192.168.29.45","QUIC","1285","Protected Payload (KP0)"
"99","5.598597","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"100","5.599088","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"101","5.599415","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"102","5.599770","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"103","5.600290","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"104","5.600679","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"105","5.601100","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"106","5.601383","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"107","5.601864","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"108","5.602338","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"109","5.602701","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"110","5.603118","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"111","5.603918","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"112","5.604322","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"113","5.606354","142.250.192.36","192.168.29.45","QUIC","182","Protected Payload (KP0)"
"114","5.628555","192.168.29.45","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"115","5.628794","192.168.29.45","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"116","5.628984","192.168.29.45","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"117","5.629147","192.168.29.45","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"118","5.629402","192.168.29.45","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"119","5.629585","192.168.29.45","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"120","5.629761","192.168.29.45","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"121","5.629999","192.168.29.45","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"122","5.630199","192.168.29.45","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"123","5.630388","192.168.29.45","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"124","5.715457","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"125","5.715570","142.250.192.36","192.168.29.45","QUIC","68","Protected Payload (KP0)"
"126","5.717875","142.250.192.36","192.168.29.45","QUIC","1288","Protected Payload (KP0)"
"127","5.718031","142.250.192.36","192.168.29.45","QUIC","253","Protected Payload (KP0)"
"128","5.720782","142.250.192.36","192.168.29.45","QUIC","262","Protected Payload (KP0)"
"129","5.737533","192.168.29.45","192.168.29.1","TCP","66","13592  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"130","5.737889","192.168.29.45","192.168.29.1","TCP","66","13593  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"131","5.746024","192.168.29.1","192.168.29.45","TCP","66","53  >  13592 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=64"
"132","5.746149","192.168.29.45","192.168.29.1","TCP","54","13592  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"133","5.746387","192.168.29.1","192.168.29.45","TCP","66","53  >  13593 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=64"
"134","5.746470","192.168.29.45","192.168.29.1","TCP","54","13593  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"135","5.856294","192.168.29.45","192.168.29.1","TCP","66","13595  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"136","5.856598","192.168.29.45","192.168.29.1","TCP","66","13596  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"137","5.856998","192.168.29.45","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"138","5.863828","192.168.29.1","192.168.29.45","TCP","66","53  >  13595 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=64"
"139","5.864027","192.168.29.45","192.168.29.1","TCP","54","13595  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"140","5.864180","192.168.29.1","192.168.29.45","TCP","66","53  >  13596 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=64"
"141","5.864251","192.168.29.45","192.168.29.1","TCP","54","13596  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"142","5.885968","192.168.29.45","142.250.192.36","QUIC","74","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"143","5.887993","192.168.29.45","142.250.192.36","QUIC","82","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"144","5.888656","192.168.29.45","142.250.192.36","QUIC","152","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"145","5.892708","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"146","5.892708","142.250.192.36","192.168.29.45","QUIC","68","Protected Payload (KP0)"
"147","5.906890","192.168.29.45","192.168.29.1","TCP","56","13592  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 151]"
"148","5.910175","192.168.29.1","192.168.29.45","TCP","54","53  >  13592 [ACK] Seq=1 Ack=3 Win=29248 Len=0"
"149","5.922787","142.250.192.36","192.168.29.45","QUIC","72","Protected Payload (KP0)"
"150","5.948483","142.250.192.36","192.168.29.45","QUIC","71","Protected Payload (KP0)"
"151","5.952269","192.168.29.45","192.168.29.1","DNS","107","Standard query 0xa70f A optimizationguide-pa.googleapis.com"
"152","5.952638","192.168.29.45","192.168.29.1","TCP","56","13593  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 153]"
"153","5.952738","192.168.29.45","192.168.29.1","DNS","107","Standard query 0x9b5d HTTPS optimizationguide-pa.googleapis.com"
"154","5.967858","192.168.29.1","192.168.29.45","TCP","54","53  >  13592 [ACK] Seq=1 Ack=56 Win=29248 Len=0"
"155","5.976090","192.168.29.1","192.168.29.45","TCP","54","53  >  13593 [ACK] Seq=1 Ack=56 Win=29248 Len=0"
"156","5.977626","192.168.29.1","192.168.29.45","TCP","55","53  >  13592 [PSH, ACK] Seq=1 Ack=56 Win=29248 Len=1 [TCP PDU reassembled in 182]"
"157","5.989598","192.168.29.1","192.168.29.45","TCP","54","53  >  13593 [ACK] Seq=1 Ack=3 Win=29248 Len=0"
"158","5.999662","192.168.29.45","192.168.29.1","TCP","56","13595  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 159]"
"159","5.999860","192.168.29.45","192.168.29.1","DNS","89","Standard query 0xc2a0 A fonts.gstatic.com"
"160","6.000036","192.168.29.45","192.168.29.1","TCP","56","13596  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 161]"
"161","6.000160","192.168.29.45","192.168.29.1","DNS","89","Standard query 0xdfdc HTTPS fonts.gstatic.com"
"162","6.000472","192.168.29.45","142.250.192.36","QUIC","74","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"163","6.000671","192.168.29.45","142.250.192.36","QUIC","74","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"164","6.000838","192.168.29.45","142.250.192.36","QUIC","74","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"165","6.004150","192.168.29.45","142.250.192.36","QUIC","76","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"166","6.004294","192.168.29.45","142.250.192.36","QUIC","76","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"167","6.004438","192.168.29.45","142.250.192.36","QUIC","76","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"168","6.004540","192.168.29.45","142.250.192.36","QUIC","76","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"169","6.004653","192.168.29.45","142.250.192.36","QUIC","78","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"170","6.004741","192.168.29.45","142.250.192.36","QUIC","78","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"171","6.004872","192.168.29.45","142.250.192.36","QUIC","78","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"172","6.004985","192.168.29.45","142.250.192.36","QUIC","78","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"173","6.012847","192.168.29.1","192.168.29.45","TCP","54","53  >  13595 [ACK] Seq=1 Ack=38 Win=29248 Len=0"
"174","6.015620","192.168.29.1","192.168.29.45","TCP","55","53  >  13593 [PSH, ACK] Seq=1 Ack=56 Win=29248 Len=1 [TCP PDU reassembled in 197]"
"175","6.019747","192.168.29.45","142.250.192.36","QUIC","1205","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"176","6.019949","142.250.192.36","192.168.29.45","QUIC","304","Protected Payload (KP0)"
"177","6.020042","142.250.192.36","192.168.29.45","QUIC","130","Protected Payload (KP0)"
"178","6.020833","192.168.29.45","142.250.192.36","QUIC","82","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"179","6.022363","192.168.29.1","192.168.29.45","TCP","55","53  >  13595 [PSH, ACK] Seq=1 Ack=38 Win=29248 Len=1 [TCP PDU reassembled in 186]"
"180","6.026590","192.168.29.1","192.168.29.45","TCP","54","53  >  13596 [ACK] Seq=1 Ack=38 Win=29248 Len=0"
"181","6.029918","192.168.29.45","192.168.29.1","TCP","54","13592  >  53 [ACK] Seq=56 Ack=2 Win=65280 Len=0"
"182","6.033085","192.168.29.1","192.168.29.45","DNS","364","Standard query response 0xa70f A optimizationguide-pa.googleapis.com A 142.250.192.74 A 142.250.207.170 A 142.250.183.106 A 142.250.192.106 A 142.250.192.42 A 142.251.42.10 A 142.251.42.42 A 142.250.67.170 A 142.250.76.170 A 142.250.71.106 A 142.250.76.202 A 142.251.220.10 A 142.250.183.74 A 142.250.183.42 A 142.250.192.10 A 142.251.220.74"
"183","6.039036","192.168.29.1","192.168.29.45","TCP","55","53  >  13596 [PSH, ACK] Seq=1 Ack=38 Win=29248 Len=1 [TCP PDU reassembled in 190]"
"184","6.039685","192.168.29.1","192.168.29.45","TCP","54","[TCP Keep-Alive] 53  >  13595 [ACK] Seq=1 Ack=3 Win=29248 Len=0"
"185","6.039719","192.168.29.45","192.168.29.1","TCP","54","13595  >  53 [ACK] Seq=38 Ack=2 Win=65280 Len=0"
"186","6.041410","192.168.29.1","192.168.29.45","DNS","106","Standard query response 0xc2a0 A fonts.gstatic.com A 142.250.192.99"
"187","6.041482","192.168.29.45","192.168.29.1","TCP","54","13595  >  53 [ACK] Seq=38 Ack=54 Win=65280 Len=0"
"188","6.050864","192.168.29.1","192.168.29.45","TCP","54","[TCP Keep-Alive] 53  >  13596 [ACK] Seq=1 Ack=3 Win=29248 Len=0"
"189","6.050902","192.168.29.45","192.168.29.1","TCP","54","13596  >  53 [ACK] Seq=38 Ack=2 Win=65280 Len=0"
"190","6.052364","192.168.29.1","192.168.29.45","DNS","115","Standard query response 0xdfdc HTTPS fonts.gstatic.com HTTPS"
"191","6.052446","192.168.29.45","192.168.29.1","TCP","54","13596  >  53 [ACK] Seq=38 Ack=63 Win=65280 Len=0"
"192","6.053363","192.168.29.45","192.168.29.1","TCP","54","13592  >  53 [FIN, ACK] Seq=56 Ack=312 Win=65024 Len=0"
"193","6.054829","192.168.29.1","192.168.29.45","TCP","54","53  >  13592 [FIN, ACK] Seq=312 Ack=57 Win=29248 Len=0"
"194","6.054925","192.168.29.45","192.168.29.1","TCP","54","13592  >  53 [ACK] Seq=57 Ack=313 Win=65024 Len=0"
"195","6.056251","142.250.192.36","192.168.29.45","QUIC","70","Protected Payload (KP0)"
"196","6.061406","192.168.29.45","192.168.29.1","TCP","54","13593  >  53 [ACK] Seq=56 Ack=2 Win=65280 Len=0"
"197","6.064105","192.168.29.1","192.168.29.45","DNS","165","Standard query response 0x9b5d HTTPS optimizationguide-pa.googleapis.com SOA ns1.google.com"
"198","6.100672","192.168.29.45","192.168.29.1","TCP","54","13596  >  53 [FIN, ACK] Seq=38 Ack=63 Win=65280 Len=0"
"199","6.101245","192.168.29.45","192.168.29.1","TCP","54","13595  >  53 [FIN, ACK] Seq=38 Ack=54 Win=65280 Len=0"
"200","6.102577","192.168.29.1","192.168.29.45","TCP","54","53  >  13596 [FIN, ACK] Seq=63 Ack=39 Win=29248 Len=0"
"201","6.102655","192.168.29.45","192.168.29.1","TCP","54","13596  >  53 [ACK] Seq=39 Ack=64 Win=65280 Len=0"
"202","6.103308","192.168.29.1","192.168.29.45","TCP","54","53  >  13595 [FIN, ACK] Seq=54 Ack=39 Win=29248 Len=0"
"203","6.103375","192.168.29.45","192.168.29.1","TCP","54","13595  >  53 [ACK] Seq=39 Ack=55 Win=65280 Len=0"
"204","6.107719","192.168.29.45","192.168.29.1","TCP","54","13593  >  53 [ACK] Seq=56 Ack=113 Win=65280 Len=0"
"205","6.114735","192.168.29.45","192.168.29.1","TCP","54","13593  >  53 [FIN, ACK] Seq=56 Ack=113 Win=65280 Len=0"
"206","6.116476","192.168.29.1","192.168.29.45","TCP","54","53  >  13593 [FIN, ACK] Seq=113 Ack=57 Win=29248 Len=0"
"207","6.116576","192.168.29.45","192.168.29.1","TCP","54","13593  >  53 [ACK] Seq=57 Ack=114 Win=65280 Len=0"
"208","6.123891","192.168.29.45","142.250.192.74","QUIC","1292","Initial, DCID=f14bc3cb0b835bca, PKN: 1, PADDING, CRYPTO, PING, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, CRYPTO"
"209","6.124064","192.168.29.45","142.250.192.74","QUIC","1292","Initial, DCID=f14bc3cb0b835bca, PKN: 2, PING, CRYPTO, CRYPTO, PING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, PING"
"210","6.130041","192.168.29.45","142.250.192.74","QUIC","124","0-RTT, DCID=f14bc3cb0b835bca"
"211","6.130181","192.168.29.45","192.168.29.1","DNS","74","Standard query 0xfdc2 A assets.msn.com"
"212","6.138280","192.168.29.45","142.250.192.99","QUIC","1292","Initial, DCID=40aa40582afec07f, PKN: 1, PADDING, CRYPTO, PADDING, PING, PADDING, PING, PADDING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PING"
"213","6.138449","192.168.29.45","142.250.192.99","QUIC","1292","Initial, DCID=40aa40582afec07f, PKN: 2, CRYPTO"
"214","6.138555","192.168.29.45","142.250.192.99","QUIC","1292","Initial, DCID=40aa40582afec07f, PKN: 3, PADDING, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, PING"
"215","6.142584","192.168.29.1","192.168.29.45","DNS","275","Standard query response 0xfdc2 A assets.msn.com CNAME assets.msn.com.edgesuite.net CNAME a233.dscd.akamai.net A 49.44.178.104 A 49.44.120.88 A 49.44.120.98 A 49.44.178.98 A 49.44.120.97 A 49.44.178.97 A 49.44.120.99 A 49.44.120.112"
"216","6.149984","142.250.192.74","192.168.29.45","QUIC","82","Initial, SCID=f14bc3cb0b835bca, PKN: 1, ACK"
"217","6.153268","142.250.192.74","192.168.29.45","QUIC","1292","Initial, SCID=f14bc3cb0b835bca, PKN: 2, ACK, PADDING"
"218","6.166593","142.250.192.99","192.168.29.45","QUIC","82","Initial, SCID=e0aa40582afec07f, PKN: 1, ACK"
"219","6.169617","142.250.192.99","192.168.29.45","QUIC","82","Initial, SCID=e0aa40582afec07f, PKN: 2, ACK"
"220","6.170380","142.250.192.99","192.168.29.45","QUIC","1292","Initial, SCID=e0aa40582afec07f, PKN: 3, ACK, PADDING"
"221","6.170380","142.250.192.99","192.168.29.45","QUIC","1292","Initial, SCID=e0aa40582afec07f, PKN: 4, ACK, PADDING"
"222","6.170380","142.250.192.99","192.168.29.45","QUIC","1292","Initial, SCID=e0aa40582afec07f, PKN: 5, CRYPTO, PADDING"
"223","6.170980","142.250.192.99","192.168.29.45","QUIC","1292","Handshake, SCID=e0aa40582afec07f"
"224","6.170980","142.250.192.99","192.168.29.45","QUIC","1292","Handshake, SCID=e0aa40582afec07f"
"225","6.171416","142.250.192.99","192.168.29.45","QUIC","1266","Protected Payload (KP0)"
"226","6.199054","192.168.29.45","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=f7659f9799ed28e8"
"227","6.210640","142.250.192.74","192.168.29.45","QUIC","1292","Initial, SCID=f14bc3cb0b835bca, PKN: 3, CRYPTO, PADDING"
"228","6.210983","142.250.192.74","192.168.29.45","QUIC","337","Protected Payload (KP0)"
"229","6.211552","142.250.192.74","192.168.29.45","QUIC","997","Protected Payload (KP0)"
"230","6.211956","142.250.192.74","192.168.29.45","QUIC","94","Protected Payload (KP0)"
"231","6.211956","142.250.192.74","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"232","6.244119","142.250.192.36","192.168.29.45","QUIC","1064","Protected Payload (KP0)"
"233","6.267045","142.250.192.36","192.168.29.45","QUIC","1287","Protected Payload (KP0)"
"234","6.268211","142.250.192.36","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"235","6.268211","142.250.192.36","192.168.29.45","QUIC","1059","Protected Payload (KP0)"
